sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,49,African-American,0,c7,0,0,1,1.0,M,Risk of Recidivism,9,339,0
Male,50,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,36,58,1
Male,37,African-American,0,c8,0,0,14,1.0,F,Risk of Recidivism,0,973,0
Male,26,Caucasian,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,1152,0
Male,28,African-American,0,c10,2,0,21,1.0,F,Risk of Recidivism,0,772,1
Male,48,Other,0,c2,0,0,4,1.0,F,Risk of Recidivism,0,1110,0
Male,25,African-American,0,c4,0,0,1,81.0,F,Risk of Recidivism,0,361,0
Male,20,African-American,0,c8,1,0,1,1.0,F,Risk of Recidivism,0,4,1
Male,26,Hispanic,0,c1,0,0,1,1.0,M,Risk of Recidivism,1,951,0
Male,29,Caucasian,0,c4,0,0,1,1.0,F,Risk of Recidivism,13,1119,0
Male,46,Caucasian,0,c4,0,0,4,0.0,F,Risk of Recidivism,1,818,0
Male,24,African-American,0,c4,0,0,0,0.0,F,Risk of Recidivism,1,810,1
Female,51,Hispanic,0,c1,0,0,2,0.0,M,Risk of Recidivism,0,746,0
Male,29,African-American,0,c8,0,0,5,0.0,F,Risk of Recidivism,1,191,0
Male,56,Hispanic,0,c2,0,0,10,1.0,M,Risk of Recidivism,12,387,1
Male,31,Hispanic,0,c2,0,0,1,75.0,M,Risk of Recidivism,0,981,0
Male,48,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,956,0
Male,68,African-American,0,c2,0,0,1,37.0,F,Risk of Recidivism,0,1010,0
Male,24,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,912,0
Male,32,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,912,0
Male,56,Hispanic,0,c1,0,0,4,1267.0,F,Risk of Recidivism,0,913,0
Male,25,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,366,0
Male,29,Caucasian,0,c3,0,0,1,1.0,M,Risk of Recidivism,42,848,0
Male,38,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,964,0
Male,52,Hispanic,0,c4,0,0,3,1.0,F,Risk of Recidivism,13,809,0
Male,53,Caucasian,0,c-1,0,0,3,11.0,F,Risk of Recidivism,0,1015,0
Male,27,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,1,871,0
Male,33,Caucasian,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,1051,0
Female,29,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,887,0
Male,38,African-American,0,c9,0,0,19,4.0,F,Risk of Recidivism,0,79,0
Male,29,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1089,0
Male,41,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,804,0
Male,59,African-American,0,c4,0,0,8,1.0,F,Risk of Recidivism,4,314,0
Male,21,Caucasian,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,172,1
Male,30,African-American,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,759,0
Male,43,Caucasian,0,c5,0,0,4,1.0,F,Risk of Recidivism,47,1091,0
Female,24,Caucasian,0,c9,0,1,2,3.0,F,Risk of Recidivism,0,813,0
Male,45,African-American,0,c7,0,0,13,1.0,M,Risk of Recidivism,5,18,0
Male,23,Caucasian,0,c9,0,1,0,1.0,F,Risk of Recidivism,19,508,1
Female,40,Caucasian,0,c10,0,0,5,483.0,F,Risk of Recidivism,0,16,0
Female,23,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,1,885,0
Male,39,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,1106,0
Female,26,Caucasian,0,c2,0,0,0,3.0,M,Risk of Recidivism,0,998,0
Male,21,African-American,0,c4,0,0,0,0.0,M,Risk of Recidivism,1,969,0
Male,30,Caucasian,0,c3,1,1,3,1.0,F,Risk of Recidivism,64,1123,0
Male,44,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,12,940,0
Male,23,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,1,750,1
Female,49,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,787,0
Male,28,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,9,363,1
Male,42,Caucasian,0,c4,0,0,2,43.0,M,Risk of Recidivism,0,906,0
Male,23,Other,0,c6,2,0,7,1.0,F,Risk of Recidivism,9,109,1
Female,24,African-American,0,c6,0,0,2,1.0,F,Risk of Recidivism,0,154,1
Male,31,Caucasian,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,800,0
Male,25,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,255,0
Male,55,African-American,0,c2,0,0,12,1153.0,F,Risk of Recidivism,0,912,0
Male,26,African-American,1,c10,3,0,24,1.0,M,Risk of Recidivism,85,444,1
Male,27,African-American,0,c7,0,0,1,1.0,F,Risk of Recidivism,5,1079,0
Male,26,Caucasian,0,c2,0,0,3,123.0,M,Risk of Recidivism,0,939,0
Female,27,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,1186,0
Male,46,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,151,0
Female,38,Caucasian,0,c6,0,0,1,1.0,M,Risk of Recidivism,0,458,1
Female,24,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,1143,0
Female,38,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,740,0
Male,48,African-American,0,c3,0,0,6,1.0,F,Risk of Recidivism,1,859,0
Male,30,Hispanic,0,c9,0,0,7,1.0,F,Risk of Recidivism,0,877,0
Male,27,African-American,0,c10,0,0,8,294.0,F,Risk of Recidivism,0,53,1
Male,55,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,1127,0
Male,25,African-American,0,c3,0,0,1,113.0,F,Risk of Recidivism,0,1149,0
Male,40,African-American,0,c7,0,0,5,1971.0,F,Risk of Recidivism,30,419,1
Male,33,Native American,1,c7,0,0,9,106.0,M,Risk of Recidivism,0,72,1
Female,57,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,77,1177,0
Male,25,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,6,927,0
Male,31,African-American,0,c3,0,0,3,1.0,F,Risk of Recidivism,15,224,1
Male,43,African-American,0,c4,0,0,7,0.0,F,Risk of Recidivism,1,788,0
Female,25,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,723,0
Male,39,Hispanic,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,1173,0
Male,40,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,1,933,0
Male,35,African-American,0,c7,0,0,2,1.0,M,Risk of Recidivism,0,1171,0
Female,50,African-American,0,c3,0,0,4,2.0,F,Risk of Recidivism,12,410,0
Female,23,Caucasian,0,c6,0,0,1,0.0,M,Risk of Recidivism,1,737,0
Male,38,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,3,893,0
Female,54,Caucasian,0,c2,0,0,2,4.0,F,Risk of Recidivism,0,830,0
Male,28,African-American,0,c10,0,0,18,1.0,F,Risk of Recidivism,11,113,0
Male,49,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,1,1105,0
Male,36,African-American,0,c7,0,0,11,1.0,F,Risk of Recidivism,0,936,1
Female,26,African-American,0,c9,0,0,2,634.0,F,Risk of Recidivism,0,756,0
Female,41,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1057,0
Male,40,Caucasian,1,c9,0,0,9,1.0,F,Risk of Recidivism,0,877,0
Male,29,Caucasian,0,c8,0,1,8,54.0,M,Risk of Recidivism,0,847,0
Male,33,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,242,0
Male,26,African-American,0,c7,0,0,7,19.0,F,Risk of Recidivism,0,247,0
Male,35,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,973,0
Male,27,African-American,0,c2,0,0,3,365.0,M,Risk of Recidivism,0,761,0
Female,31,African-American,0,c5,0,0,3,1.0,F,Risk of Recidivism,61,74,0
Female,32,Other,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,881,0
Male,50,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1096,0
Male,52,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1127,0
Male,24,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,1,1151,0
Male,38,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,1,725,0
Male,54,African-American,0,c8,0,0,11,1.0,F,Risk of Recidivism,0,1100,0
Male,71,Caucasian,0,c2,0,0,13,1.0,F,Risk of Recidivism,0,957,0
Female,39,Caucasian,0,c4,0,0,1,2.0,F,Risk of Recidivism,38,935,0
Female,36,African-American,0,c6,0,0,5,0.0,F,Risk of Recidivism,1,74,0
Male,55,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,837,0
Male,33,Hispanic,0,c4,0,0,1,400.0,F,Risk of Recidivism,0,1113,0
Male,27,Caucasian,0,c4,0,0,0,0.0,F,Risk of Recidivism,9,884,0
Female,31,African-American,0,c8,2,0,10,3.0,F,Risk of Recidivism,0,493,0
Male,24,Caucasian,0,c9,0,0,8,0.0,F,Risk of Recidivism,37,932,1
Male,26,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1092,0
Male,29,Hispanic,0,c3,0,0,0,3.0,F,Risk of Recidivism,0,1060,0
Male,33,Hispanic,0,c2,0,0,3,995.0,M,Risk of Recidivism,0,1087,0
Male,29,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1082,0
Male,37,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,508,1
Male,46,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,0,379,0
Male,35,African-American,0,c10,0,0,27,1.0,F,Risk of Recidivism,0,822,0
Male,48,African-American,0,c8,0,0,10,215.0,F,Risk of Recidivism,0,1172,0
Male,25,African-American,0,c10,1,1,8,1.0,F,Risk of Recidivism,0,1128,0
Male,23,African-American,0,c9,0,0,0,1.0,F,Risk of Recidivism,14,28,1
Male,43,Caucasian,0,c1,0,0,2,26.0,F,Risk of Recidivism,0,1115,0
Female,53,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,931,0
Male,25,African-American,1,c9,0,0,4,99.0,M,Risk of Recidivism,0,857,0
Male,28,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1115,0
Male,21,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,1079,0
Male,31,Other,0,c2,0,0,0,1.0,M,Risk of Recidivism,8,843,0
Female,35,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,752,0
Male,55,Caucasian,0,c3,0,0,3,1.0,M,Risk of Recidivism,1,1091,0
Male,28,African-American,0,c3,0,0,0,2.0,M,Risk of Recidivism,0,996,0
Male,44,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,706,1
Female,48,Caucasian,0,c1,0,0,2,67.0,F,Risk of Recidivism,0,913,0
Male,23,Other,0,c7,0,0,2,1.0,M,Risk of Recidivism,44,153,0
Male,50,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,1,843,0
Male,31,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,22,1071,0
Male,42,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,863,0
Male,29,African-American,0,c10,0,0,5,643.0,F,Risk of Recidivism,0,745,0
Male,48,Caucasian,0,c1,0,0,1,497.0,F,Risk of Recidivism,0,1168,0
Male,23,Hispanic,0,c3,0,0,0,0.0,M,Risk of Recidivism,2,1180,0
Male,32,Other,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,844,0
Male,67,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1068,0
Female,32,African-American,0,c7,0,0,11,0.0,F,Risk of Recidivism,0,835,0
Male,44,African-American,0,c4,0,0,7,1.0,F,Risk of Recidivism,1,622,0
Male,28,Caucasian,0,c4,1,0,9,1.0,M,Risk of Recidivism,0,101,0
Male,36,African-American,0,c4,0,0,4,215.0,F,Risk of Recidivism,0,758,0
Male,36,Other,0,c2,0,0,8,1.0,M,Risk of Recidivism,1,288,0
Female,25,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,2,1045,0
Male,33,African-American,0,c2,0,0,4,9.0,F,Risk of Recidivism,0,892,0
Male,38,Hispanic,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,899,0
Male,52,Hispanic,0,c3,0,0,5,1.0,F,Risk of Recidivism,6,438,1
Male,50,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,766,0
Male,37,African-American,0,c1,0,0,4,1.0,F,Risk of Recidivism,0,135,0
Male,58,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,639,0
Male,27,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,936,0
Male,39,Caucasian,0,c3,0,0,5,21.0,F,Risk of Recidivism,0,956,0
Male,24,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,539,0
Male,38,African-American,1,c7,0,0,8,2.0,M,Risk of Recidivism,1,1153,0
Male,52,Caucasian,0,c2,0,0,7,23.0,F,Risk of Recidivism,0,851,0
Male,47,Caucasian,0,c5,0,0,3,0.0,M,Risk of Recidivism,63,1082,0
Male,32,Caucasian,0,c1,0,0,0,7.0,F,Risk of Recidivism,0,1081,0
Male,34,African-American,0,c7,1,0,27,1.0,M,Risk of Recidivism,0,1091,0
Male,42,African-American,0,c6,0,0,5,1.0,F,Risk of Recidivism,2,310,0
Male,21,Caucasian,0,c5,0,1,0,1.0,M,Risk of Recidivism,0,1088,0
Male,55,Hispanic,0,c1,0,0,2,32.0,F,Risk of Recidivism,0,1025,0
Male,52,Caucasian,0,c2,0,0,8,0.0,F,Risk of Recidivism,39,937,0
Male,27,African-American,0,c2,0,0,1,1.0,M,Risk of Recidivism,1,965,0
Female,27,Caucasian,0,c5,0,0,0,0.0,M,Risk of Recidivism,1,825,0
Male,56,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,759,0
Male,45,African-American,0,c1,0,0,0,6.0,M,Risk of Recidivism,0,995,0
Male,23,African-American,0,c2,0,0,1,39.0,M,Risk of Recidivism,0,455,0
Female,29,African-American,0,c2,0,0,0,3.0,F,Risk of Recidivism,0,837,0
Male,21,Hispanic,0,c3,0,0,0,5.0,F,Risk of Recidivism,0,272,0
Male,69,African-American,0,c6,0,0,3,315.0,F,Risk of Recidivism,0,947,0
Male,27,African-American,0,c8,1,0,11,1.0,F,Risk of Recidivism,4,151,0
Male,38,African-American,0,c1,0,0,4,1.0,M,Risk of Recidivism,0,739,1
Male,30,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1136,0
Female,19,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,0,15,1
Female,37,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,932,0
Male,34,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,67,1
Male,21,African-American,0,c8,0,1,1,1.0,F,Risk of Recidivism,0,780,0
Female,38,Caucasian,0,c4,0,0,3,1.0,F,Risk of Recidivism,0,645,0
Male,47,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,1,764,0
Male,56,Caucasian,0,c2,0,0,3,1.0,F,Risk of Recidivism,190,1118,0
Male,23,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,0,600,0
Male,57,Caucasian,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,988,0
Male,25,African-American,0,c7,1,0,9,6.0,F,Risk of Recidivism,0,792,0
Female,23,African-American,0,c10,0,0,2,20.0,F,Risk of Recidivism,0,16,0
Female,36,African-American,0,c5,0,0,2,2.0,M,Risk of Recidivism,0,896,0
Male,41,African-American,0,c5,0,0,5,1006.0,M,Risk of Recidivism,0,784,0
Male,31,Hispanic,0,c3,0,0,2,69.0,F,Risk of Recidivism,0,1059,0
Female,39,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1043,0
Male,21,African-American,0,c6,0,0,1,1.0,F,Risk of Recidivism,1,68,0
Male,31,African-American,0,c4,0,0,2,1.0,M,Risk of Recidivism,1,356,0
Male,37,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,1152,0
Male,27,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,1149,0
Male,59,Caucasian,0,c1,0,0,2,19.0,F,Risk of Recidivism,0,861,0
Male,39,Caucasian,0,c10,0,0,21,216.0,F,Risk of Recidivism,0,583,0
Female,43,African-American,0,c3,0,0,2,1.0,F,Risk of Recidivism,1,173,0
Female,43,Caucasian,0,c2,0,0,3,10.0,M,Risk of Recidivism,0,9,1
Female,54,Caucasian,0,c2,0,0,1,4.0,M,Risk of Recidivism,0,1065,0
Male,36,Other,0,c4,0,0,3,1.0,M,Risk of Recidivism,45,215,1
Male,56,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,1,1063,0
Male,25,African-American,1,c9,0,0,2,1.0,F,Risk of Recidivism,0,498,0
Male,34,African-American,0,c10,2,0,9,80.0,M,Risk of Recidivism,0,33,1
Male,48,African-American,0,c6,0,0,4,1.0,F,Risk of Recidivism,0,494,0
Male,34,African-American,1,c10,0,0,21,1.0,M,Risk of Recidivism,5,104,1
Male,28,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1083,0
Male,32,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,605,0
Female,31,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,1,752,0
Female,32,Caucasian,0,c2,0,1,4,1.0,F,Risk of Recidivism,0,806,0
Male,48,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,748,0
Male,25,African-American,1,c9,2,0,9,20.0,F,Risk of Recidivism,0,43,1
Male,35,African-American,0,c2,0,0,1,0.0,F,Risk of Recidivism,0,837,0
Male,22,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,737,0
Male,28,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,0,558,0
Male,26,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1058,0
Male,34,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1086,0
Male,22,African-American,0,c9,0,0,3,1.0,F,Risk of Recidivism,33,726,0
Male,44,Caucasian,0,c2,0,0,5,0.0,F,Risk of Recidivism,7,760,0
Male,57,Caucasian,0,c2,0,0,1,1.0,F,Risk of Recidivism,16,858,0
Male,34,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1120,0
Male,20,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,959,0
Male,35,Caucasian,0,c9,0,0,2,50.0,F,Risk of Recidivism,0,71,0
Male,60,African-American,0,c3,0,0,13,13.0,F,Risk of Recidivism,0,1037,0
Female,22,African-American,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,770,0
Male,43,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1117,0
Male,72,Caucasian,0,c4,0,0,7,2.0,F,Risk of Recidivism,0,921,0
Male,60,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,217,880,0
Male,43,Other,0,c2,0,0,2,1.0,M,Risk of Recidivism,0,1186,0
Male,30,African-American,0,c4,0,0,1,5.0,M,Risk of Recidivism,0,1017,0
Female,43,Caucasian,0,c6,0,0,0,1.0,M,Risk of Recidivism,29,880,0
Male,48,Hispanic,0,c1,0,0,1,9.0,M,Risk of Recidivism,0,1131,0
Male,54,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1145,0
Male,45,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,1,950,0
Male,36,Other,0,c4,0,0,0,1.0,F,Risk of Recidivism,3,1109,0
Male,31,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,922,1
Male,40,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,1072,0
Male,50,Caucasian,0,c1,0,0,1,4.0,F,Risk of Recidivism,0,823,0
Female,26,Other,0,c6,0,0,1,1349.0,M,Risk of Recidivism,0,870,0
Male,41,African-American,0,c4,0,0,7,0.0,F,Risk of Recidivism,1,940,0
Female,28,Caucasian,0,c6,0,0,0,1.0,F,Risk of Recidivism,1,88,0
Male,30,African-American,0,c1,0,0,1,48.0,F,Risk of Recidivism,0,807,0
Male,35,Hispanic,0,c2,0,0,5,2.0,M,Risk of Recidivism,0,1178,0
Male,45,African-American,0,c9,0,0,1,70.0,F,Risk of Recidivism,0,779,0
Female,30,African-American,0,c2,0,0,0,2.0,M,Risk of Recidivism,0,879,0
Male,45,Caucasian,0,c3,0,0,3,1.0,M,Risk of Recidivism,92,186,1
Female,24,African-American,0,c4,0,0,2,1.0,F,Risk of Recidivism,0,536,0
Male,56,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,863,0
Male,24,African-American,0,c10,4,0,14,1.0,F,Risk of Recidivism,179,408,1
Male,38,African-American,0,c6,0,0,11,1.0,F,Risk of Recidivism,17,972,0
Male,22,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1086,0
Male,28,African-American,0,c8,0,0,5,1.0,M,Risk of Recidivism,0,903,0
Male,25,Caucasian,0,c3,0,0,1,0.0,M,Risk of Recidivism,42,60,0
Male,53,Hispanic,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,68,0
Male,30,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,885,0
Male,33,Caucasian,0,c6,0,0,0,0.0,F,Risk of Recidivism,0,329,1
Male,35,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,224,481,1
Female,33,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,826,0
Male,65,African-American,0,c10,0,0,11,2231.0,F,Risk of Recidivism,0,1094,0
Male,59,Other,0,c1,0,0,1,25.0,M,Risk of Recidivism,0,918,0
Female,37,African-American,0,c5,0,0,4,1.0,M,Risk of Recidivism,0,813,0
Female,33,Caucasian,0,c7,0,0,1,1.0,F,Risk of Recidivism,84,931,0
Male,26,Native American,0,c8,0,0,11,150.0,F,Risk of Recidivism,0,64,0
Male,24,African-American,0,c10,0,3,3,1.0,F,Risk of Recidivism,43,272,1
Male,43,African-American,0,c9,0,0,5,1.0,F,Risk of Recidivism,0,1094,0
Male,37,African-American,0,c7,0,0,11,1.0,M,Risk of Recidivism,0,110,0
Male,53,African-American,0,c7,0,0,13,1.0,F,Risk of Recidivism,90,1093,0
Male,43,African-American,0,c1,0,0,4,39.0,F,Risk of Recidivism,0,1045,1
Female,30,Caucasian,0,c3,0,0,1,27.0,M,Risk of Recidivism,0,934,0
Male,37,Caucasian,0,c4,0,0,4,0.0,M,Risk of Recidivism,0,211,1
Male,25,Caucasian,0,c6,0,0,0,1.0,F,Risk of Recidivism,1,902,0
Male,26,Hispanic,0,c5,0,0,1,0.0,F,Risk of Recidivism,1,945,0
Female,28,Caucasian,0,c6,0,0,0,2.0,M,Risk of Recidivism,0,1159,0
Male,58,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,2,388,0
Male,33,African-American,0,c5,0,0,8,0.0,F,Risk of Recidivism,3,819,0
Male,38,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,803,0
Male,38,Caucasian,0,c3,0,0,2,21.0,F,Risk of Recidivism,0,814,0
Male,57,African-American,0,c5,0,0,9,90.0,F,Risk of Recidivism,0,759,0
Male,33,African-American,0,c8,0,0,2,1.0,F,Risk of Recidivism,0,241,0
Male,58,Caucasian,0,c1,0,0,1,2.0,M,Risk of Recidivism,0,802,0
Male,51,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,930,0
Male,53,Caucasian,0,c4,0,0,2,1.0,F,Risk of Recidivism,40,1085,0
Male,35,African-American,0,c8,0,0,6,1.0,F,Risk of Recidivism,10,24,1
Male,39,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,914,0
Male,36,Hispanic,0,c9,0,0,1,14.0,M,Risk of Recidivism,0,1134,0
Male,37,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1126,0
Male,39,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,2,1054,0
Female,52,Caucasian,0,c1,0,0,3,25.0,M,Risk of Recidivism,0,857,0
Male,60,Other,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,768,0
Male,37,Hispanic,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,850,1
Male,23,African-American,0,c6,0,0,6,0.0,F,Risk of Recidivism,1,62,1
Female,28,Caucasian,0,c3,0,0,2,36.0,F,Risk of Recidivism,0,899,0
Male,28,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,968,0
Male,38,Caucasian,0,c5,0,0,12,1.0,F,Risk of Recidivism,0,1064,0
Male,42,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,895,0
Female,25,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,806,0
Male,32,African-American,0,c9,0,0,7,0.0,F,Risk of Recidivism,37,154,1
Female,35,Caucasian,0,c5,0,0,1,30.0,M,Risk of Recidivism,0,905,0
Male,37,Caucasian,0,c5,0,0,0,1.0,F,Risk of Recidivism,126,1137,0
Female,33,African-American,0,c2,0,0,2,0.0,F,Risk of Recidivism,0,892,0
Female,51,Caucasian,0,c3,0,0,4,11.0,F,Risk of Recidivism,0,52,0
Male,39,Caucasian,0,c4,0,0,3,1.0,F,Risk of Recidivism,2,928,1
Male,35,Hispanic,0,c6,0,0,5,1.0,M,Risk of Recidivism,1,306,1
Male,40,African-American,0,c7,0,0,3,1.0,F,Risk of Recidivism,12,1048,0
Male,37,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,858,0
Male,47,Caucasian,0,c3,0,0,5,0.0,M,Risk of Recidivism,0,76,1
Female,23,Caucasian,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1173,0
Male,63,Caucasian,0,c4,0,0,10,0.0,F,Risk of Recidivism,2,70,0
Male,38,African-American,0,c9,1,0,16,1.0,F,Risk of Recidivism,241,744,1
Male,31,African-American,0,c8,0,0,4,1.0,F,Risk of Recidivism,23,47,1
Male,23,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,1,1077,0
Male,38,Hispanic,0,c5,0,0,1,1.0,M,Risk of Recidivism,125,1039,0
Female,47,Caucasian,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,977,0
Male,22,Caucasian,0,c4,0,0,1,11.0,F,Risk of Recidivism,0,943,1
Male,26,Caucasian,0,c3,0,0,1,177.0,M,Risk of Recidivism,0,318,0
Female,65,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,1060,0
Female,22,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,951,0
Male,34,Hispanic,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1096,0
Female,38,Hispanic,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,880,0
Male,49,Hispanic,0,c1,0,0,0,3.0,F,Risk of Recidivism,0,1068,0
Male,56,African-American,0,c4,0,0,7,167.0,F,Risk of Recidivism,0,580,0
Male,34,African-American,0,c1,0,0,5,1.0,F,Risk of Recidivism,3,775,0
Male,21,African-American,0,c7,1,2,1,1.0,F,Risk of Recidivism,0,215,0
Male,46,African-American,0,c4,0,0,9,1.0,F,Risk of Recidivism,4,890,0
Male,22,African-American,0,c6,0,0,2,105.0,M,Risk of Recidivism,0,250,1
